routes,canonical_bitstring,provider_bitstrings,counts,probability,one_hot,joint_feasible,assignment,current_objective,base_energy,transformed_energy,scenario_costs,scenario_regrets
"[0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0]",000100101110,"[""011101001000""]",3,0.000732421875,False,False,,,4.270669554987329,0.1617291833416683,{},{}
"[0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",000100110000,"[""000011001000""]",3,0.000732421875,False,False,,,2.145805679426481,0.0798445268251669,{},{}
"[0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0]",000100111000,"[""000111001000""]",3,0.000732421875,False,False,,,6.114167405550586,0.23277099925208153,{},{}
"[0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1]",000100111001,"[""100111001000""]",3,0.000732421875,False,False,,,5.995540501910893,0.22819954252495897,{},{}
"[0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0]",000101001110,"[""011100101000""]",3,0.000732421875,False,False,,,4.435202334023658,0.16806968837450914,{},{}
"[0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0]",000101011110,"[""011110101000""]",3,0.000732421875,False,False,,,6.3253301359834335,0.24090845589081158,{},{}
"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]",000101100010,"[""010001101000""]",3,0.000732421875,False,False,,,2.2189248600070868,0.08266227861410473,{},{}
"[0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0]",000101111010,"[""010111101000""]",3,0.000732421875,False,False,,,8.27020291163485,0.315856898957771,{},{}
"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]",000110010000,"[""000010011000""]",3,0.000732421875,False,False,,,2.2265660221404175,0.08295674168247871,{},{}
"[0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",000110100110,"[""011001011000""]",3,0.000732421875,False,False,,,4.278581379318022,0.16203407676340184,{},{}
"[0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]",000110110011,"[""110011011000""]",3,0.000732421875,False,False,,,6.075658178215031,0.23128699131662944,{},{}
"[0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0]",000111001100,"[""001100111000""]",3,0.000732421875,False,False,,,6.5537600005175936,0.24971132614081928,{},{}
"[0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1]",000111010011,"[""110010111000""]",3,0.000732421875,False,False,,,8.318786515597274,0.31772913734845226,{},{}
"[0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1]",000111011001,"[""100110111000""]",3,0.000732421875,False,False,,,8.366463875868462,0.31956645234746095,{},{}
"[0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0]",000111101010,"[""010101111000""]",3,0.000732421875,False,False,,,8.414940931209765,0.32143458473523867,{},{}
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]",001000000011,"[""110000000100""]",3,0.000732421875,False,False,,,2.6410870207050974,0.09893089888696642,{},{}
"[0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1]",001000101001,"[""100101000100""]",3,0.000732421875,False,False,,,2.483562554766123,0.09286046918334427,{},{}
"[0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1]",001000101011,"[""110101000100""]",3,0.000732421875,False,False,,,4.259059697216568,0.16128178093311954,{},{}
"[0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1]",001000111001,"[""100111000100""]",3,0.000732421875,False,False,,,6.265989790679179,0.2386216911485163,{},{}
"[0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0]",001000111110,"[""011111000100""]",3,0.000732421875,False,False,,,7.951288827394647,0.3035670903979681,{},{}
