run_id,run_family,S,eta,T,rho,iteration,assignment,all_tied_optima,tie_count,objective_value,weights,regrets,clipped_regrets,pre_mixing_weights,next_weights,weight_entropy,effective_environments,effective_fraction
B6-time-edge-s8-eta1-t10-rho0,B6-time-edge,8,1.0,10,0.0,9,"[0,1,1,2]","[[0,1,1,2]]",1,0.25332361968408385,"[0.04598734544927751,0.0642120922545758,0.4982697145559052,0.061253089038242434,0.1443645875263768,0.05478103042942297,0.09858644776738243,0.03254569297881685]","[0.12322936529555982,0.10893773945762117,0.11244053113683199,0.1700787398692829,0.3006823648770273,0.11308336657359429,0.24369888633125,0.08859504262531141]","[0.12322936529555982,0.10893773945762117,0.11244053113683199,0.1700787398692829,0.3006823648770273,0.11308336657359429,0.24369888633125,0.08859504262531141]",,,1.614468442554158,5.025216022403536,0.628152002800442
B6-time-edge-s12-eta0-t1-rho0,B6-time-edge,12,0.0,1,0.0,0,"[0,2,1,2]","[[0,2,1,2]]",1,0.2511384694918517,"[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]",,,2.4849066497880004,12.0,1.0
B6-time-edge-s12-eta0-t2-rho0,B6-time-edge,12,0.0,2,0.0,0,"[0,2,1,2]","[[0,2,1,2]]",1,0.2511384694918517,"[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]",2.4849066497880004,12.0,1.0
B6-time-edge-s12-eta0-t2-rho0,B6-time-edge,12,0.0,2,0.0,1,"[0,2,1,2]","[[0,2,1,2]]",1,0.2511384694918517,"[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]",,,2.4849066497880004,12.0,1.0
B6-time-edge-s12-eta0-t10-rho0,B6-time-edge,12,0.0,10,0.0,0,"[0,2,1,2]","[[0,2,1,2]]",1,0.2511384694918517,"[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]",2.4849066497880004,12.0,1.0
B6-time-edge-s12-eta0-t10-rho0,B6-time-edge,12,0.0,10,0.0,1,"[0,2,1,2]","[[0,2,1,2]]",1,0.2511384694918517,"[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]",2.4849066497880004,12.0,1.0
B6-time-edge-s12-eta0-t10-rho0,B6-time-edge,12,0.0,10,0.0,2,"[0,2,1,2]","[[0,2,1,2]]",1,0.2511384694918517,"[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]",2.4849066497880004,12.0,1.0
B6-time-edge-s12-eta0-t10-rho0,B6-time-edge,12,0.0,10,0.0,3,"[0,2,1,2]","[[0,2,1,2]]",1,0.2511384694918517,"[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]",2.4849066497880004,12.0,1.0
B6-time-edge-s12-eta0-t10-rho0,B6-time-edge,12,0.0,10,0.0,4,"[0,2,1,2]","[[0,2,1,2]]",1,0.2511384694918517,"[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]",2.4849066497880004,12.0,1.0
B6-time-edge-s12-eta0-t10-rho0,B6-time-edge,12,0.0,10,0.0,5,"[0,2,1,2]","[[0,2,1,2]]",1,0.2511384694918517,"[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]",2.4849066497880004,12.0,1.0
B6-time-edge-s12-eta0-t10-rho0,B6-time-edge,12,0.0,10,0.0,6,"[0,2,1,2]","[[0,2,1,2]]",1,0.2511384694918517,"[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]",2.4849066497880004,12.0,1.0
B6-time-edge-s12-eta0-t10-rho0,B6-time-edge,12,0.0,10,0.0,7,"[0,2,1,2]","[[0,2,1,2]]",1,0.2511384694918517,"[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]",2.4849066497880004,12.0,1.0
B6-time-edge-s12-eta0-t10-rho0,B6-time-edge,12,0.0,10,0.0,8,"[0,2,1,2]","[[0,2,1,2]]",1,0.2511384694918517,"[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]",2.4849066497880004,12.0,1.0
B6-time-edge-s12-eta0-t10-rho0,B6-time-edge,12,0.0,10,0.0,9,"[0,2,1,2]","[[0,2,1,2]]",1,0.2511384694918517,"[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]",,,2.4849066497880004,12.0,1.0
B6-time-edge-s12-eta0p25-t1-rho0,B6-time-edge,12,0.25,1,0.0,0,"[0,2,1,2]","[[0,2,1,2]]",1,0.2511384694918517,"[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]",,,2.4849066497880004,12.0,1.0
B6-time-edge-s12-eta0p25-t2-rho0,B6-time-edge,12,0.25,2,0.0,0,"[0,2,1,2]","[[0,2,1,2]]",1,0.2511384694918517,"[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08200398838725714,0.08290095139138251,0.08837302385720627,0.08262081056442448,0.08451860767344681,0.08247976586209486,0.08366606408165829,0.08121065188465533,0.08473098155606633,0.08249739849706456,0.08256036660609486,0.08243738963864845]","[0.08200398838725714,0.08290095139138251,0.08837302385720627,0.08262081056442448,0.08451860767344681,0.08247976586209486,0.08366606408165829,0.08121065188465533,0.08473098155606633,0.08249739849706456,0.08256036660609486,0.08243738963864845]",2.4849066497880004,12.0,1.0
B6-time-edge-s12-eta0p25-t2-rho0,B6-time-edge,12,0.25,2,0.0,1,"[0,2,1,2]","[[0,2,1,2]]",1,0.2512583258881562,"[0.08200398838725714,0.08290095139138251,0.08837302385720627,0.08262081056442448,0.08451860767344681,0.08247976586209486,0.08366606408165829,0.08121065188465533,0.08473098155606633,0.08249739849706456,0.08256036660609486,0.08243738963864845]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]",,,2.4846774043763933,11.997249370357375,0.9997707808631145
B6-time-edge-s12-eta0p25-t10-rho0,B6-time-edge,12,0.25,10,0.0,0,"[0,2,1,2]","[[0,2,1,2]]",1,0.2511384694918517,"[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08200398838725714,0.08290095139138251,0.08837302385720627,0.08262081056442448,0.08451860767344681,0.08247976586209486,0.08366606408165829,0.08121065188465533,0.08473098155606633,0.08249739849706456,0.08256036660609486,0.08243738963864845]","[0.08200398838725714,0.08290095139138251,0.08837302385720627,0.08262081056442448,0.08451860767344681,0.08247976586209486,0.08366606408165829,0.08121065188465533,0.08473098155606633,0.08249739849706456,0.08256036660609486,0.08243738963864845]",2.4849066497880004,12.0,1.0
B6-time-edge-s12-eta0p25-t10-rho0,B6-time-edge,12,0.25,10,0.0,1,"[0,2,1,2]","[[0,2,1,2]]",1,0.2512583258881562,"[0.08200398838725714,0.08290095139138251,0.08837302385720627,0.08262081056442448,0.08451860767344681,0.08247976586209486,0.08366606408165829,0.08121065188465533,0.08473098155606633,0.08249739849706456,0.08256036660609486,0.08243738963864845]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08065842774268502,0.08243256818980361,0.09367403594340437,0.08187639338862161,0.08568098869794585,0.08159708423462966,0.08396116944087759,0.07910533871794573,0.08611211898318304,0.0816319758320323,0.08175663849879934,0.08151326033007181]","[0.08065842774268502,0.08243256818980361,0.09367403594340437,0.08187639338862161,0.08568098869794585,0.08159708423462966,0.08396116944087759,0.07910533871794573,0.08611211898318304,0.0816319758320323,0.08175663849879934,0.08151326033007181]",2.4846774043763933,11.997249370357375,0.9997707808631145
B6-time-edge-s12-eta0p25-t10-rho0,B6-time-edge,12,0.25,10,0.0,2,"[0,2,1,2]","[[0,2,1,2]]",1,0.2513820669907322,"[0.08065842774268502,0.08243256818980361,0.09367403594340437,0.08187639338862161,0.08568098869794585,0.08159708423462966,0.08396116944087759,0.07910533871794573,0.08611211898318304,0.0816319758320323,0.08175663849879934,0.08151326033007181]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.07929686435063368,0.08192748663878581,0.09924536524177227,0.08109973628765452,0.08681766278078341,0.08068510085245541,0.08421687156701642,0.07701761713387012,0.0874737611114243,0.08073685882299761,0.0809218729729077,0.08056080223969868]","[0.07929686435063368,0.08192748663878581,0.09924536524177227,0.08109973628765452,0.08681766278078341,0.08068510085245541,0.08421687156701642,0.07701761713387012,0.0874737611114243,0.08073685882299761,0.0809218729729077,0.08056080223969868]",2.4839681822695576,11.988743672453717,0.9990619727044764
B6-time-edge-s12-eta0p25-t10-rho0,B6-time-edge,12,0.25,10,0.0,3,"[0,2,1,2]","[[0,2,1,2]]",1,0.2515098555918889,"[0.07929686435063368,0.08192748663878581,0.09924536524177227,0.08109973628765452,0.08681766278078341,0.08068510085245541,0.08421687156701642,0.07701761713387012,0.0874737611114243,0.08073685882299761,0.0809218729729077,0.08056080223969868]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.07791956263162536,0.08138505529511329,0.10509582560927497,0.08029054573065646,0.08792572144591593,0.07974368155678913,0.0844313940097048,0.07494774850307988,0.08881279834425071,0.07981189427158998,0.08005584673306919,0.07957992586893027]","[0.07791956263162536,0.08138505529511329,0.10509582560927497,0.08029054573065646,0.08792572144591593,0.07974368155678913,0.0844313940097048,0.07494774850307988,0.08881279834425071,0.07981189427158998,0.08005584673306919,0.07957992586893027]",2.482745774457361,11.974097492156485,0.9978414576797071
B6-time-edge-s12-eta0p25-t10-rho0,B6-time-edge,12,0.25,10,0.0,4,"[0,2,1,2]","[[0,2,1,2]]",1,0.2516418516629116,"[0.07791956263162536,0.08138505529511329,0.10509582560927497,0.08029054573065646,0.08792572144591593,0.07974368155678913,0.0844313940097048,0.07494774850307988,0.08881279834425071,0.07981189427158998,0.08005584673306919,0.07957992586893027]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.07652684256682502,0.08080467558528864,0.111233984729305,0.07944858644987206,0.08900216845792598,0.07877275140167773,0.08460297055120981,0.07289603404138278,0.09012600178590865,0.07885698813269365,0.07915839528857564,0.07857060100933497]","[0.07652684256682502,0.08080467558528864,0.111233984729305,0.07944858644987206,0.08900216845792598,0.07877275140167773,0.08460297055120981,0.07289603404138278,0.09012600178590865,0.07885698813269365,0.07915839528857564,0.07857060100933497]",2.4809757259900587,11.952921506032881,0.9960767921694068
B6-time-edge-s12-eta0p25-t10-rho0,B6-time-edge,12,0.25,10,0.0,5,"[0,2,1,2]","[[0,2,1,2]]",1,0.2517782112337814,"[0.07652684256682502,0.08080467558528864,0.111233984729305,0.07944858644987206,0.08900216845792598,0.07877275140167773,0.08460297055120981,0.07289603404138278,0.09012600178590865,0.07885698813269365,0.07915839528857564,0.07857060100933497]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.0751190837645292,0.08018580938340442,0.11766809496262802,0.07857368792816524,0.09004392833010437,0.07777230057532165,0.08472985488422835,0.07086281639985856,0.09141003057272598,0.0778721115066669,0.07822941919866003,0.07753286249370726]","[0.0751190837645292,0.08018580938340442,0.11766809496262802,0.07857368792816524,0.09004392833010437,0.07777230057532165,0.08472985488422835,0.07086281639985856,0.09141003057272598,0.0778721115066669,0.07822941919866003,0.07753286249370726]",2.4786224289104983,11.924825802495244,0.9937354835412703
