scenario_id,category,route_id,assignment,normalized_cost,regret,feasible,overflow,maximum_utilization,weighted_latency,exact_feasible_optimum,exact_optimum_assignments,scenario_winner,fractional_win
combined-all20-um1cap20,combined,static_uniform_multiscenario,"[1, 0, 2, 2]",0.24864864864864855,0.06770628349803552,True,0.0,0.4999999999999999,39.839999999999996,0.22585440036136412,"[[0, 1, 1, 0], [1, 0, 0, 1]]",False,0.0
combined-all20-um1cap20,combined,exact_adaptive,"[0, 1, 1, 2]",0.25015854852066544,0.07219117405024779,True,0.0,0.7999999999999999,37.199999999999996,0.22585440036136412,"[[0, 1, 1, 0], [1, 0, 0, 1]]",False,0.0
combined-all20-um1cap20,combined,qaoa_adaptive,"[0, 1, 1, 2]",0.25015854852066544,0.07219117405024779,True,0.0,0.7999999999999999,37.199999999999996,0.22585440036136412,"[[0, 1, 1, 0], [1, 0, 0, 1]]",False,0.0
combined-all20-um1cap20,combined,exact_pure_minimax,"[0, 1, 1, 2]",0.25015854852066544,0.07219117405024779,True,0.0,0.7999999999999999,37.199999999999996,0.22585440036136412,"[[0, 1, 1, 0], [1, 0, 0, 1]]",False,0.0
combined-s030-um1cap30,combined,nominal_only,"[0, 1, 1, 0]",0.22649638944933675,-0.014650027202886983,False,0.40000000000000036,1.0952380952380953,31.740000000000002,0.23067985426068177,"[[0, 1, 1, 2], [1, 0, 1, 2]]",False,0.0
combined-s030-um1cap30,combined,static_uniform_multiscenario,"[1, 0, 2, 2]",0.2352222284195233,0.015906887709980378,True,0.0,0.6190476190476192,37.34,0.23067985426068177,"[[0, 1, 1, 2], [1, 0, 1, 2]]",False,0.0
combined-s030-um1cap30,combined,exact_adaptive,"[0, 1, 1, 2]",0.23067985426068177,0.0,True,0.0,0.7666666666666666,35.14,0.23067985426068177,"[[0, 1, 1, 2], [1, 0, 1, 2]]",True,0.3333333333333333
combined-s030-um1cap30,combined,qaoa_adaptive,"[0, 1, 1, 2]",0.23067985426068177,0.0,True,0.0,0.7666666666666666,35.14,0.23067985426068177,"[[0, 1, 1, 2], [1, 0, 1, 2]]",True,0.3333333333333333
combined-s030-um1cap30,combined,exact_pure_minimax,"[0, 1, 1, 2]",0.23067985426068177,0.0,True,0.0,0.7666666666666666,35.14,0.23067985426068177,"[[0, 1, 1, 2], [1, 0, 1, 2]]",True,0.3333333333333333
combined-s130-lm2cap30,combined,nominal_only,"[0, 1, 1, 0]",0.22649638944933675,0.13595738177150987,False,0.40000000000000036,1.0952380952380953,31.740000000000002,0.18090513009143,"[[2, 1, 0, 0]]",False,0.0
combined-s130-lm2cap30,combined,static_uniform_multiscenario,"[1, 0, 2, 2]",0.27301488136004115,0.27467985737782774,True,0.0,0.52,39.02,0.18090513009143,"[[2, 1, 0, 0]]",True,1.0
combined-s130-lm2cap30,combined,exact_adaptive,"[0, 1, 1, 2]",0.31635368676204534,0.4039202116594558,False,0.40000000000000036,1.0952380952380953,36.160000000000004,0.18090513009143,"[[2, 1, 0, 0]]",False,0.0
combined-s130-lm2cap30,combined,qaoa_adaptive,"[0, 1, 1, 2]",0.31635368676204534,0.4039202116594558,False,0.40000000000000036,1.0952380952380953,36.160000000000004,0.18090513009143,"[[2, 1, 0, 0]]",False,0.0
combined-s130-lm2cap30,combined,exact_pure_minimax,"[0, 1, 1, 2]",0.31635368676204534,0.4039202116594558,False,0.40000000000000036,1.0952380952380953,36.160000000000004,0.18090513009143,"[[2, 1, 0, 0]]",False,0.0
combined-all10-um1lat50,combined,nominal_only,"[0, 1, 1, 0]",0.19297354497354485,0.0,True,0.0,0.7333333333333334,32.56,0.19297354497354485,"[[0, 1, 1, 0], [1, 0, 0, 1]]",True,1.0
combined-all10-um1lat50,combined,static_uniform_multiscenario,"[1, 0, 2, 2]",0.2296296296296296,0.07456517995522662,True,0.0,0.44000000000000006,37.620000000000005,0.19297354497354485,"[[0, 1, 1, 0], [1, 0, 0, 1]]",False,0.0
combined-all10-um1lat50,combined,exact_adaptive,"[0, 1, 1, 2]",0.24586243386243378,0.10758567246426731,True,0.0,0.7333333333333334,35.2,0.19297354497354485,"[[0, 1, 1, 0], [1, 0, 0, 1]]",False,0.0
combined-all10-um1lat50,combined,qaoa_adaptive,"[0, 1, 1, 2]",0.24586243386243378,0.10758567246426731,True,0.0,0.7333333333333334,35.2,0.19297354497354485,"[[0, 1, 1, 0], [1, 0, 0, 1]]",False,0.0
combined-all10-um1lat50,combined,exact_pure_minimax,"[0, 1, 1, 2]",0.24586243386243378,0.10758567246426731,True,0.0,0.7333333333333334,35.2,0.19297354497354485,"[[0, 1, 1, 0], [1, 0, 0, 1]]",False,0.0
combined-s020-lm2lat25,combined,nominal_only,"[0, 1, 1, 0]",0.2673959593607469,0.043245940964034175,True,0.0,0.7333333333333334,31.68,0.2484185031291231,"[[1, 0, 0, 2]]",False,0.0
combined-s020-lm2lat25,combined,static_uniform_multiscenario,"[1, 0, 2, 2]",0.2525798525798526,0.009482908061043408,True,0.0,0.4,36.68,0.2484185031291231,"[[1, 0, 0, 2]]",True,1.0
combined-s020-lm2lat25,combined,exact_adaptive,"[0, 1, 1, 2]",0.3124436888999541,0.14590097694140577,True,0.0,0.7333333333333334,35.08,0.2484185031291231,"[[1, 0, 0, 2]]",False,0.0
combined-s020-lm2lat25,combined,qaoa_adaptive,"[0, 1, 1, 2]",0.3124436888999541,0.14590097694140577,True,0.0,0.7333333333333334,35.08,0.2484185031291231,"[[1, 0, 0, 2]]",False,0.0
combined-s020-lm2lat25,combined,exact_pure_minimax,"[0, 1, 1, 2]",0.3124436888999541,0.14590097694140577,True,0.0,0.7333333333333334,35.08,0.2484185031291231,"[[1, 0, 0, 2]]",False,0.0
